Pavarde             Vardas              Nd1       Egzaminas 
Pavarde4032         Vardas4032          3         1         
Pavarde4033         Vardas4033          1         1         
Pavarde4034         Vardas4034          9         9         
Pavarde4035         Vardas4035          8         3         
Pavarde4036         Vardas4036          8         2         
Pavarde4037         Vardas4037          4         5         
Pavarde4038         Vardas4038          1         8         
Pavarde4039         Vardas4039          4         9         
Pavarde4040         Vardas4040          10        2         
Pavarde4041         Vardas4041          8         10        
Pavarde4042         Vardas4042          7         3         
Pavarde4043         Vardas4043          1         5         
Pavarde4044         Vardas4044          6         2         
Pavarde4045         Vardas4045          4         4         
Pavarde4046         Vardas4046          5         3         
Pavarde4047         Vardas4047          10        4         
Pavarde4048         Vardas4048          5         2         
Pavarde4049         Vardas4049          1         10        
Pavarde4050         Vardas4050          3         3         
Pavarde4051         Vardas4051          4         5         
Pavarde4052         Vardas4052          4         6         
Pavarde4053         Vardas4053          5         6         
Pavarde4054         Vardas4054          9         6         
Pavarde4055         Vardas4055          6         6         
Pavarde4056         Vardas4056          8         9         
Pavarde4057         Vardas4057          3         5         
Pavarde4058         Vardas4058          1         6         
Pavarde4059         Vardas4059          10        6         
Pavarde4060         Vardas4060          2         9         
Pavarde4061         Vardas4061          4         4         
Pavarde4062         Vardas4062          7         1         
Pavarde4063         Vardas4063          9         8         
Pavarde4064         Vardas4064          10        4         
Pavarde4065         Vardas4065          8         9         
Pavarde4066         Vardas4066          5         6         
Pavarde4067         Vardas4067          3         9         
Pavarde4068         Vardas4068          5         5         
Pavarde4069         Vardas4069          8         2         
Pavarde4070         Vardas4070          8         10        
Pavarde4071         Vardas4071          4         3         
Pavarde4072         Vardas4072          7         8         
Pavarde4073         Vardas4073          5         6         
Pavarde4074         Vardas4074          7         9         
Pavarde4075         Vardas4075          3         8         
Pavarde4076         Vardas4076          4         8         
Pavarde4077         Vardas4077          9         8         
Pavarde4078         Vardas4078          5         1         
Pavarde4079         Vardas4079          6         5         
Pavarde4080         Vardas4080          6         5         
Pavarde4081         Vardas4081          2         6         
Pavarde4082         Vardas4082          1         8         
Pavarde4083         Vardas4083          3         9         
Pavarde4084         Vardas4084          4         4         
Pavarde4085         Vardas4085          3         1         
Pavarde4086         Vardas4086          10        8         
Pavarde4087         Vardas4087          10        9         
Pavarde4088         Vardas4088          4         8         
Pavarde4089         Vardas4089          6         6         
Pavarde4090         Vardas4090          10        9         
Pavarde4091         Vardas4091          2         10        
Pavarde4092         Vardas4092          10        8         
Pavarde4093         Vardas4093          9         7         
Pavarde4094         Vardas4094          6         1         
Pavarde4095         Vardas4095          6         2         
Pavarde4096         Vardas4096          4         9         
Pavarde4097         Vardas4097          7         6         
Pavarde4098         Vardas4098          2         7         
Pavarde4099         Vardas4099          8         5         
Pavarde4100         Vardas4100          8         7         
Pavarde4101         Vardas4101          5         5         
Pavarde4102         Vardas4102          8         2         
Pavarde4103         Vardas4103          1         3         
Pavarde4104         Vardas4104          8         5         
Pavarde4105         Vardas4105          5         6         
Pavarde4106         Vardas4106          3         2         
Pavarde4107         Vardas4107          4         5         
Pavarde4108         Vardas4108          3         5         
Pavarde4109         Vardas4109          4         10        
Pavarde4110         Vardas4110          1         8         
Pavarde4111         Vardas4111          5         6         
Pavarde4112         Vardas4112          4         5         
Pavarde4113         Vardas4113          2         8         
Pavarde4114         Vardas4114          2         9         
Pavarde4115         Vardas4115          2         1         
Pavarde4116         Vardas4116          10        4         
Pavarde4117         Vardas4117          10        7         
Pavarde4118         Vardas4118          6         9         
Pavarde4119         Vardas4119          9         5         
Pavarde4120         Vardas4120          8         6         
Pavarde4121         Vardas4121          9         3         
Pavarde4122         Vardas4122          5         4         
Pavarde4123         Vardas4123          1         3         
Pavarde4124         Vardas4124          5         2         
Pavarde4125         Vardas4125          6         7         
Pavarde4126         Vardas4126          1         7         
Pavarde4127         Vardas4127          4         9         
Pavarde4128         Vardas4128          8         7         
Pavarde4129         Vardas4129          1         6         
Pavarde4130         Vardas4130          6         5         
Pavarde4131         Vardas4131          2         1         
Pavarde4132         Vardas4132          7         3         
Pavarde4133         Vardas4133          10        7         
Pavarde4134         Vardas4134          6         4         
Pavarde4135         Vardas4135          9         7         
Pavarde4136         Vardas4136          4         3         
Pavarde4137         Vardas4137          2         9         
Pavarde4138         Vardas4138          8         1         
Pavarde4139         Vardas4139          7         4         
Pavarde4140         Vardas4140          7         6         
Pavarde4141         Vardas4141          5         7         
Pavarde4142         Vardas4142          9         6         
Pavarde4143         Vardas4143          1         3         
Pavarde4144         Vardas4144          7         7         
Pavarde4145         Vardas4145          1         4         
Pavarde4146         Vardas4146          1         9         
Pavarde4147         Vardas4147          2         6         
Pavarde4148         Vardas4148          6         10        
Pavarde4149         Vardas4149          6         6         
Pavarde4150         Vardas4150          7         1         
Pavarde4151         Vardas4151          7         8         
Pavarde4152         Vardas4152          5         1         
Pavarde4153         Vardas4153          3         8         
Pavarde4154         Vardas4154          9         4         
Pavarde4155         Vardas4155          6         6         
Pavarde4156         Vardas4156          7         1         
Pavarde4157         Vardas4157          1         6         
Pavarde4158         Vardas4158          6         5         
Pavarde4159         Vardas4159          1         1         
Pavarde4160         Vardas4160          2         3         
Pavarde4161         Vardas4161          6         4         
Pavarde4162         Vardas4162          8         7         
Pavarde4163         Vardas4163          2         2         
Pavarde4164         Vardas4164          3         3         
Pavarde4165         Vardas4165          1         6         
Pavarde4166         Vardas4166          10        9         
Pavarde4167         Vardas4167          1         2         
Pavarde4168         Vardas4168          3         3         
Pavarde4169         Vardas4169          6         6         
Pavarde4170         Vardas4170          9         4         
Pavarde4171         Vardas4171          2         6         
Pavarde4172         Vardas4172          4         8         
Pavarde4173         Vardas4173          6         8         
Pavarde4174         Vardas4174          2         3         
Pavarde4175         Vardas4175          6         1         
Pavarde4176         Vardas4176          9         6         
Pavarde4177         Vardas4177          7         3         
Pavarde4178         Vardas4178          2         6         
Pavarde4179         Vardas4179          4         3         
Pavarde4180         Vardas4180          5         5         
Pavarde4181         Vardas4181          9         7         
Pavarde4182         Vardas4182          2         7         
Pavarde4183         Vardas4183          9         9         
Pavarde4184         Vardas4184          4         9         
Pavarde4185         Vardas4185          5         9         
Pavarde4186         Vardas4186          3         7         
Pavarde4187         Vardas4187          7         3         
Pavarde4188         Vardas4188          5         3         
Pavarde4189         Vardas4189          9         10        
Pavarde4190         Vardas4190          2         5         
Pavarde4191         Vardas4191          4         3         
Pavarde4192         Vardas4192          1         9         
Pavarde4193         Vardas4193          4         7         
Pavarde4194         Vardas4194          5         10        
Pavarde4195         Vardas4195          8         3         
Pavarde4196         Vardas4196          5         5         
Pavarde4197         Vardas4197          7         10        
Pavarde4198         Vardas4198          2         1         
Pavarde4199         Vardas4199          7         1         
Pavarde4200         Vardas4200          3         4         
Pavarde4201         Vardas4201          10        1         
Pavarde4202         Vardas4202          8         2         
Pavarde4203         Vardas4203          7         7         
Pavarde4204         Vardas4204          10        1         
Pavarde4205         Vardas4205          10        2         
Pavarde4206         Vardas4206          5         2         
Pavarde4207         Vardas4207          8         4         
Pavarde4208         Vardas4208          2         6         
Pavarde4209         Vardas4209          6         10        
Pavarde4210         Vardas4210          8         4         
Pavarde4211         Vardas4211          9         3         
Pavarde4212         Vardas4212          8         8         
Pavarde4213         Vardas4213          5         7         
Pavarde4214         Vardas4214          10        8         
Pavarde4215         Vardas4215          10        1         
Pavarde4216         Vardas4216          7         9         
Pavarde4217         Vardas4217          5         6         
Pavarde4218         Vardas4218          1         10        
Pavarde4219         Vardas4219          4         4         
Pavarde4220         Vardas4220          10        5         
Pavarde4221         Vardas4221          1         4         
Pavarde4222         Vardas4222          8         4         
Pavarde4223         Vardas4223          8         5         
Pavarde4224         Vardas4224          5         10        
Pavarde4225         Vardas4225          5         7         
Pavarde4226         Vardas4226          8         5         
Pavarde4227         Vardas4227          10        4         
Pavarde4228         Vardas4228          7         2         
Pavarde4229         Vardas4229          7         9         
Pavarde4230         Vardas4230          6         5         
Pavarde4231         Vardas4231          9         10        
Pavarde4232         Vardas4232          4         4         
Pavarde4233         Vardas4233          3         5         
Pavarde4234         Vardas4234          5         5         
Pavarde4235         Vardas4235          4         4         
Pavarde4236         Vardas4236          3         7         
Pavarde4237         Vardas4237          2         2         
Pavarde4238         Vardas4238          6         2         
Pavarde4239         Vardas4239          3         8         
Pavarde4240         Vardas4240          4         8         
Pavarde4241         Vardas4241          4         8         
Pavarde4242         Vardas4242          8         3         
Pavarde4243         Vardas4243          9         7         
Pavarde4244         Vardas4244          1         9         
Pavarde4245         Vardas4245          7         4         
Pavarde4246         Vardas4246          1         4         
Pavarde4247         Vardas4247          6         2         
Pavarde4248         Vardas4248          2         7         
Pavarde4249         Vardas4249          10        9         
Pavarde4250         Vardas4250          3         4         
Pavarde4251         Vardas4251          4         10        
Pavarde4252         Vardas4252          8         6         
Pavarde4253         Vardas4253          9         5         
Pavarde4254         Vardas4254          4         1         
Pavarde4255         Vardas4255          8         1         
Pavarde4256         Vardas4256          8         6         
Pavarde4257         Vardas4257          9         4         
Pavarde4258         Vardas4258          3         1         
Pavarde4259         Vardas4259          5         9         
Pavarde4260         Vardas4260          3         8         
Pavarde4261         Vardas4261          7         8         
Pavarde4262         Vardas4262          5         5         
Pavarde4263         Vardas4263          10        9         
Pavarde4264         Vardas4264          10        4         
Pavarde4265         Vardas4265          5         6         
Pavarde4266         Vardas4266          10        3         
Pavarde4267         Vardas4267          4         7         
Pavarde4268         Vardas4268          5         7         
Pavarde4269         Vardas4269          8         8         
Pavarde4270         Vardas4270          5         5         
Pavarde4271         Vardas4271          1         6         
Pavarde4272         Vardas4272          6         3         
Pavarde4273         Vardas4273          3         9         
Pavarde4274         Vardas4274          2         4         
Pavarde4275         Vardas4275          6         7         
Pavarde4276         Vardas4276          2         4         
Pavarde4277         Vardas4277          1         6         
Pavarde4278         Vardas4278          3         1         
Pavarde4279         Vardas4279          7         7         
Pavarde4280         Vardas4280          8         10        
Pavarde4281         Vardas4281          9         6         
Pavarde4282         Vardas4282          6         9         
Pavarde4283         Vardas4283          2         7         
Pavarde4284         Vardas4284          1         2         
Pavarde4285         Vardas4285          5         3         
Pavarde4286         Vardas4286          3         5         
Pavarde4287         Vardas4287          1         5         
Pavarde4288         Vardas4288          2         7         
Pavarde4289         Vardas4289          4         1         
Pavarde4290         Vardas4290          2         5         
Pavarde4291         Vardas4291          2         6         
Pavarde4292         Vardas4292          9         8         
Pavarde4293         Vardas4293          5         4         
Pavarde4294         Vardas4294          8         5         
Pavarde4295         Vardas4295          3         7         
Pavarde4296         Vardas4296          5         3         
Pavarde4297         Vardas4297          10        2         
Pavarde4298         Vardas4298          2         5         
Pavarde4299         Vardas4299          4         6         
Pavarde4300         Vardas4300          9         8         
Pavarde4301         Vardas4301          8         6         
Pavarde4302         Vardas4302          9         9         
Pavarde4303         Vardas4303          9         7         
Pavarde4304         Vardas4304          7         1         
Pavarde4305         Vardas4305          4         5         
Pavarde4306         Vardas4306          6         10        
Pavarde4307         Vardas4307          1         9         
Pavarde4308         Vardas4308          10        1         
Pavarde4309         Vardas4309          5         4         
Pavarde4310         Vardas4310          9         8         
Pavarde4311         Vardas4311          4         2         
Pavarde4312         Vardas4312          4         5         
Pavarde4313         Vardas4313          4         4         
Pavarde4314         Vardas4314          7         1         
Pavarde4315         Vardas4315          10        4         
Pavarde4316         Vardas4316          6         2         
Pavarde4317         Vardas4317          10        9         
Pavarde4318         Vardas4318          1         10        
Pavarde4319         Vardas4319          10        5         
Pavarde4320         Vardas4320          5         10        
Pavarde4321         Vardas4321          3         5         
Pavarde4322         Vardas4322          1         7         
Pavarde4323         Vardas4323          1         9         
Pavarde4324         Vardas4324          2         5         
Pavarde4325         Vardas4325          2         9         
Pavarde4326         Vardas4326          7         1         
Pavarde4327         Vardas4327          8         10        
Pavarde4328         Vardas4328          4         3         
Pavarde4329         Vardas4329          9         10        
Pavarde4330         Vardas4330          2         2         
Pavarde4331         Vardas4331          6         9         
Pavarde4332         Vardas4332          5         2         
Pavarde4333         Vardas4333          1         5         
Pavarde4334         Vardas4334          5         7         
Pavarde4335         Vardas4335          7         3         
Pavarde4336         Vardas4336          9         2         
Pavarde4337         Vardas4337          9         10        
Pavarde4338         Vardas4338          7         1         
Pavarde4339         Vardas4339          2         10        
Pavarde4340         Vardas4340          2         2         
Pavarde4341         Vardas4341          2         5         
Pavarde4342         Vardas4342          4         6         
Pavarde4343         Vardas4343          6         5         
Pavarde4344         Vardas4344          2         9         
Pavarde4345         Vardas4345          7         7         
Pavarde4346         Vardas4346          4         1         
Pavarde4347         Vardas4347          2         4         
Pavarde4348         Vardas4348          2         5         
Pavarde4349         Vardas4349          4         1         
Pavarde4350         Vardas4350          6         8         
Pavarde4351         Vardas4351          6         9         
Pavarde4352         Vardas4352          5         10        
Pavarde4353         Vardas4353          2         8         
Pavarde4354         Vardas4354          9         5         
Pavarde4355         Vardas4355          3         10        
Pavarde4356         Vardas4356          5         1         
Pavarde4357         Vardas4357          1         6         
Pavarde4358         Vardas4358          5         3         
Pavarde4359         Vardas4359          8         1         
Pavarde4360         Vardas4360          7         10        
Pavarde4361         Vardas4361          1         5         
Pavarde4362         Vardas4362          1         4         
Pavarde4363         Vardas4363          1         6         
Pavarde4364         Vardas4364          6         1         
Pavarde4365         Vardas4365          6         9         
Pavarde4366         Vardas4366          3         9         
Pavarde4367         Vardas4367          4         10        
Pavarde4368         Vardas4368          8         9         
Pavarde4369         Vardas4369          4         9         
Pavarde4370         Vardas4370          10        8         
Pavarde4371         Vardas4371          8         6         
Pavarde4372         Vardas4372          6         1         
Pavarde4373         Vardas4373          9         7         
Pavarde4374         Vardas4374          10        9         
Pavarde4375         Vardas4375          9         3         
Pavarde4376         Vardas4376          4         1         
Pavarde4377         Vardas4377          10        10        
Pavarde4378         Vardas4378          6         9         
Pavarde4379         Vardas4379          7         7         
Pavarde4380         Vardas4380          2         5         
Pavarde4381         Vardas4381          3         9         
Pavarde4382         Vardas4382          1         3         
Pavarde4383         Vardas4383          9         6         
Pavarde4384         Vardas4384          1         3         
Pavarde4385         Vardas4385          4         10        
Pavarde4386         Vardas4386          7         8         
Pavarde4387         Vardas4387          10        8         
Pavarde4388         Vardas4388          4         4         
Pavarde4389         Vardas4389          4         4         
Pavarde4390         Vardas4390          7         9         
Pavarde4391         Vardas4391          6         9         
Pavarde4392         Vardas4392          3         4         
Pavarde4393         Vardas4393          8         5         
Pavarde4394         Vardas4394          7         1         
Pavarde4395         Vardas4395          10        7         
Pavarde4396         Vardas4396          5         2         
Pavarde4397         Vardas4397          3         1         
Pavarde4398         Vardas4398          1         5         
Pavarde4399         Vardas4399          5         3         
Pavarde4400         Vardas4400          7         2         
Pavarde4401         Vardas4401          8         1         
Pavarde4402         Vardas4402          1         1         
Pavarde4403         Vardas4403          4         10        
Pavarde4404         Vardas4404          8         5         
Pavarde4405         Vardas4405          10        2         
Pavarde4406         Vardas4406          7         7         
Pavarde4407         Vardas4407          9         9         
Pavarde4408         Vardas4408          1         6         
Pavarde4409         Vardas4409          4         6         
Pavarde4410         Vardas4410          5         2         
Pavarde4411         Vardas4411          2         7         
Pavarde4412         Vardas4412          7         2         
Pavarde4413         Vardas4413          7         4         
Pavarde4414         Vardas4414          3         10        
Pavarde4415         Vardas4415          10        2         
Pavarde4416         Vardas4416          7         9         
Pavarde4417         Vardas4417          8         2         
Pavarde4418         Vardas4418          1         3         
Pavarde4419         Vardas4419          8         7         
Pavarde4420         Vardas4420          6         3         
Pavarde4421         Vardas4421          7         5         
Pavarde4422         Vardas4422          7         2         
Pavarde4423         Vardas4423          2         6         
Pavarde4424         Vardas4424          8         8         
Pavarde4425         Vardas4425          10        4         
Pavarde4426         Vardas4426          10        2         
Pavarde4427         Vardas4427          1         1         
Pavarde4428         Vardas4428          8         7         
Pavarde4429         Vardas4429          2         4         
Pavarde4430         Vardas4430          5         7         
Pavarde4431         Vardas4431          10        7         
Pavarde4432         Vardas4432          2         1         
Pavarde4433         Vardas4433          6         2         
Pavarde4434         Vardas4434          6         2         
Pavarde4435         Vardas4435          4         3         
Pavarde4436         Vardas4436          9         10        
Pavarde4437         Vardas4437          4         3         
Pavarde4438         Vardas4438          2         5         
Pavarde4439         Vardas4439          1         4         
Pavarde4440         Vardas4440          4         3         
Pavarde4441         Vardas4441          4         1         
Pavarde4442         Vardas4442          7         9         
Pavarde4443         Vardas4443          7         7         
Pavarde4444         Vardas4444          6         4         
Pavarde4445         Vardas4445          6         5         
Pavarde4446         Vardas4446          9         10        
Pavarde4447         Vardas4447          1         4         
Pavarde4448         Vardas4448          3         3         
Pavarde4449         Vardas4449          4         3         
Pavarde4450         Vardas4450          2         2         
Pavarde4451         Vardas4451          3         9         
Pavarde4452         Vardas4452          5         8         
Pavarde4453         Vardas4453          9         9         
Pavarde4454         Vardas4454          5         8         
Pavarde4455         Vardas4455          8         10        
Pavarde4456         Vardas4456          10        9         
Pavarde4457         Vardas4457          2         3         
Pavarde4458         Vardas4458          1         8         
Pavarde4459         Vardas4459          4         6         
Pavarde4460         Vardas4460          3         7         
Pavarde4461         Vardas4461          10        6         
Pavarde4462         Vardas4462          6         3         
Pavarde4463         Vardas4463          7         8         
Pavarde4464         Vardas4464          8         8         
Pavarde4465         Vardas4465          6         3         
Pavarde4466         Vardas4466          4         5         
Pavarde4467         Vardas4467          6         5         
Pavarde4468         Vardas4468          6         4         
Pavarde4469         Vardas4469          9         3         
Pavarde4470         Vardas4470          6         10        
Pavarde4471         Vardas4471          5         10        
Pavarde4472         Vardas4472          1         6         
Pavarde4473         Vardas4473          10        5         
Pavarde4474         Vardas4474          1         3         
Pavarde4475         Vardas4475          6         6         
Pavarde4476         Vardas4476          10        8         
Pavarde4477         Vardas4477          2         3         
Pavarde4478         Vardas4478          1         5         
Pavarde4479         Vardas4479          10        1         
Pavarde4480         Vardas4480          4         10        
Pavarde4481         Vardas4481          10        5         
Pavarde4482         Vardas4482          8         1         
Pavarde4483         Vardas4483          5         9         
Pavarde4484         Vardas4484          5         7         
Pavarde4485         Vardas4485          8         8         
Pavarde4486         Vardas4486          7         10        
Pavarde4487         Vardas4487          8         4         
Pavarde4488         Vardas4488          3         7         
Pavarde4489         Vardas4489          10        5         
Pavarde4490         Vardas4490          8         7         
Pavarde4491         Vardas4491          10        5         
Pavarde4492         Vardas4492          7         3         
Pavarde4493         Vardas4493          10        1         
Pavarde4494         Vardas4494          1         5         
Pavarde4495         Vardas4495          6         10        
Pavarde4496         Vardas4496          10        3         
Pavarde4497         Vardas4497          4         8         
Pavarde4498         Vardas4498          8         8         
Pavarde4499         Vardas4499          9         4         
Pavarde4500         Vardas4500          5         2         
Pavarde4501         Vardas4501          9         6         
Pavarde4502         Vardas4502          7         8         
Pavarde4503         Vardas4503          2         5         
Pavarde4504         Vardas4504          6         5         
Pavarde4505         Vardas4505          3         4         
Pavarde4506         Vardas4506          2         7         
Pavarde4507         Vardas4507          2         8         
Pavarde4508         Vardas4508          1         3         
Pavarde4509         Vardas4509          10        4         
Pavarde4510         Vardas4510          9         10        
Pavarde4511         Vardas4511          10        1         
Pavarde4512         Vardas4512          1         8         
Pavarde4513         Vardas4513          9         6         
Pavarde4514         Vardas4514          7         9         
Pavarde4515         Vardas4515          10        10        
Pavarde4516         Vardas4516          4         2         
Pavarde4517         Vardas4517          2         3         
Pavarde4518         Vardas4518          8         1         
Pavarde4519         Vardas4519          5         9         
Pavarde4520         Vardas4520          9         3         
Pavarde4521         Vardas4521          9         8         
Pavarde4522         Vardas4522          6         3         
Pavarde4523         Vardas4523          9         6         
Pavarde4524         Vardas4524          4         1         
Pavarde4525         Vardas4525          4         4         
Pavarde4526         Vardas4526          9         4         
Pavarde4527         Vardas4527          4         8         
Pavarde4528         Vardas4528          10        8         
Pavarde4529         Vardas4529          1         9         
Pavarde4530         Vardas4530          8         3         
Pavarde4531         Vardas4531          6         6         
Pavarde4532         Vardas4532          4         3         
Pavarde4533         Vardas4533          6         6         
Pavarde4534         Vardas4534          7         7         
Pavarde4535         Vardas4535          3         5         
Pavarde4536         Vardas4536          10        7         
Pavarde4537         Vardas4537          7         5         
Pavarde4538         Vardas4538          10        6         
Pavarde4539         Vardas4539          6         3         
Pavarde4540         Vardas4540          10        5         
Pavarde4541         Vardas4541          8         2         
Pavarde4542         Vardas4542          3         7         
Pavarde4543         Vardas4543          2         10        
Pavarde4544         Vardas4544          4         7         
Pavarde4545         Vardas4545          7         9         
Pavarde4546         Vardas4546          9         7         
Pavarde4547         Vardas4547          1         4         
Pavarde4548         Vardas4548          6         7         
Pavarde4549         Vardas4549          7         5         
Pavarde4550         Vardas4550          9         7         
Pavarde4551         Vardas4551          8         1         
Pavarde4552         Vardas4552          2         3         
Pavarde4553         Vardas4553          8         8         
Pavarde4554         Vardas4554          9         1         
Pavarde4555         Vardas4555          1         5         
Pavarde4556         Vardas4556          4         5         
Pavarde4557         Vardas4557          10        6         
Pavarde4558         Vardas4558          6         1         
Pavarde4559         Vardas4559          8         9         
Pavarde4560         Vardas4560          6         4         
Pavarde4561         Vardas4561          10        2         
Pavarde4562         Vardas4562          4         1         
Pavarde4563         Vardas4563          5         6         
Pavarde4564         Vardas4564          4         9         
Pavarde4565         Vardas4565          4         10        
Pavarde4566         Vardas4566          3         4         
Pavarde4567         Vardas4567          2         9         
Pavarde4568         Vardas4568          2         9         
Pavarde4569         Vardas4569          4         1         
Pavarde4570         Vardas4570          9         6         
Pavarde4571         Vardas4571          2         6         
Pavarde4572         Vardas4572          3         3         
Pavarde4573         Vardas4573          1         5         
Pavarde4574         Vardas4574          4         10        
Pavarde4575         Vardas4575          6         6         
Pavarde4576         Vardas4576          8         6         
Pavarde4577         Vardas4577          9         2         
Pavarde4578         Vardas4578          2         9         
Pavarde4579         Vardas4579          4         5         
Pavarde4580         Vardas4580          7         4         
Pavarde4581         Vardas4581          5         4         
Pavarde4582         Vardas4582          4         4         
Pavarde4583         Vardas4583          9         2         
Pavarde4584         Vardas4584          5         1         
Pavarde4585         Vardas4585          1         4         
Pavarde4586         Vardas4586          3         4         
Pavarde4587         Vardas4587          8         7         
Pavarde4588         Vardas4588          1         4         
Pavarde4589         Vardas4589          1         7         
Pavarde4590         Vardas4590          2         4         
Pavarde4591         Vardas4591          9         5         
Pavarde4592         Vardas4592          1         9         
Pavarde4593         Vardas4593          3         3         
Pavarde4594         Vardas4594          9         4         
Pavarde4595         Vardas4595          2         1         
Pavarde4596         Vardas4596          10        10        
Pavarde4597         Vardas4597          9         3         
Pavarde4598         Vardas4598          6         6         
Pavarde4599         Vardas4599          3         10        
Pavarde4600         Vardas4600          4         5         
Pavarde4601         Vardas4601          2         3         
Pavarde4602         Vardas4602          4         8         
Pavarde4603         Vardas4603          2         8         
Pavarde4604         Vardas4604          10        6         
Pavarde4605         Vardas4605          6         4         
Pavarde4606         Vardas4606          5         2         
Pavarde4607         Vardas4607          10        6         
Pavarde4608         Vardas4608          5         10        
Pavarde4609         Vardas4609          10        10        
Pavarde4610         Vardas4610          4         9         
Pavarde4611         Vardas4611          9         8         
Pavarde4612         Vardas4612          10        2         
Pavarde4613         Vardas4613          8         5         
Pavarde4614         Vardas4614          2         2         
Pavarde4615         Vardas4615          3         1         
Pavarde4616         Vardas4616          2         4         
Pavarde4617         Vardas4617          4         9         
Pavarde4618         Vardas4618          4         2         
Pavarde4619         Vardas4619          6         9         
Pavarde4620         Vardas4620          5         7         
Pavarde4621         Vardas4621          10        3         
Pavarde4622         Vardas4622          4         7         
Pavarde4623         Vardas4623          3         4         
Pavarde4624         Vardas4624          10        8         
Pavarde4625         Vardas4625          5         2         
Pavarde4626         Vardas4626          5         10        
Pavarde4627         Vardas4627          2         8         
Pavarde4628         Vardas4628          10        3         
Pavarde4629         Vardas4629          8         7         
Pavarde4630         Vardas4630          4         7         
Pavarde4631         Vardas4631          5         6         
Pavarde4632         Vardas4632          8         7         
Pavarde4633         Vardas4633          7         9         
Pavarde4634         Vardas4634          4         7         
Pavarde4635         Vardas4635          7         9         
Pavarde4636         Vardas4636          2         8         
Pavarde4637         Vardas4637          9         6         
Pavarde4638         Vardas4638          2         6         
Pavarde4639         Vardas4639          1         9         
Pavarde4640         Vardas4640          5         1         
Pavarde4641         Vardas4641          1         8         
Pavarde4642         Vardas4642          6         4         
Pavarde4643         Vardas4643          5         2         
Pavarde4644         Vardas4644          3         7         
Pavarde4645         Vardas4645          1         3         
Pavarde4646         Vardas4646          6         8         
Pavarde4647         Vardas4647          10        6         
Pavarde4648         Vardas4648          6         5         
Pavarde4649         Vardas4649          4         3         
Pavarde4650         Vardas4650          2         4         
Pavarde4651         Vardas4651          1         10        
Pavarde4652         Vardas4652          8         8         
Pavarde4653         Vardas4653          3         2         
Pavarde4654         Vardas4654          10        9         
Pavarde4655         Vardas4655          10        9         
Pavarde4656         Vardas4656          7         10        
Pavarde4657         Vardas4657          2         8         
Pavarde4658         Vardas4658          1         6         
Pavarde4659         Vardas4659          5         7         
Pavarde4660         Vardas4660          2         1         
Pavarde4661         Vardas4661          5         10        
Pavarde4662         Vardas4662          7         7         
Pavarde4663         Vardas4663          7         2         
Pavarde4664         Vardas4664          3         8         
Pavarde4665         Vardas4665          1         9         
Pavarde4666         Vardas4666          1         9         
Pavarde4667         Vardas4667          4         3         
Pavarde4668         Vardas4668          6         9         
Pavarde4669         Vardas4669          10        5         
Pavarde4670         Vardas4670          1         4         
Pavarde4671         Vardas4671          6         3         
Pavarde4672         Vardas4672          4         5         
Pavarde4673         Vardas4673          5         1         
Pavarde4674         Vardas4674          4         9         
Pavarde4675         Vardas4675          1         5         
Pavarde4676         Vardas4676          1         4         
Pavarde4677         Vardas4677          9         2         
Pavarde4678         Vardas4678          8         7         
Pavarde4679         Vardas4679          2         3         
Pavarde4680         Vardas4680          10        7         
Pavarde4681         Vardas4681          6         1         
Pavarde4682         Vardas4682          7         8         
Pavarde4683         Vardas4683          8         10        
Pavarde4684         Vardas4684          9         3         
Pavarde4685         Vardas4685          3         1         
Pavarde4686         Vardas4686          1         10        
Pavarde4687         Vardas4687          7         7         
Pavarde4688         Vardas4688          8         5         
Pavarde4689         Vardas4689          2         7         
Pavarde4690         Vardas4690          10        7         
Pavarde4691         Vardas4691          5         10        
Pavarde4692         Vardas4692          5         4         
Pavarde4693         Vardas4693          8         9         
Pavarde4694         Vardas4694          4         1         
Pavarde4695         Vardas4695          9         4         
Pavarde4696         Vardas4696          2         8         
Pavarde4697         Vardas4697          1         2         
Pavarde4698         Vardas4698          9         4         
Pavarde4699         Vardas4699          3         9         
Pavarde4700         Vardas4700          2         5         
Pavarde4701         Vardas4701          1         5         
Pavarde4702         Vardas4702          9         10        
Pavarde4703         Vardas4703          5         5         
Pavarde4704         Vardas4704          10        3         
Pavarde4705         Vardas4705          7         6         
Pavarde4706         Vardas4706          8         8         
Pavarde4707         Vardas4707          5         8         
Pavarde4708         Vardas4708          6         6         
Pavarde4709         Vardas4709          8         4         
Pavarde4710         Vardas4710          8         1         
Pavarde4711         Vardas4711          3         8         
Pavarde4712         Vardas4712          8         6         
Pavarde4713         Vardas4713          6         1         
Pavarde4714         Vardas4714          2         8         
Pavarde4715         Vardas4715          1         9         
Pavarde4716         Vardas4716          4         5         
Pavarde4717         Vardas4717          4         9         
Pavarde4718         Vardas4718          2         9         
Pavarde4719         Vardas4719          2         2         
Pavarde4720         Vardas4720          8         5         
Pavarde4721         Vardas4721          6         7         
Pavarde4722         Vardas4722          1         1         
Pavarde4723         Vardas4723          8         8         
Pavarde4724         Vardas4724          5         7         
Pavarde4725         Vardas4725          8         5         
Pavarde4726         Vardas4726          6         8         
Pavarde4727         Vardas4727          9         10        
Pavarde4728         Vardas4728          3         2         
Pavarde4729         Vardas4729          7         10        
